Date,Open,High,Low,Close,Adj Close,Volume
2021-12-27,453.700012,460.500000,450.549988,458.049988,442.414246,8856482
2021-12-28,461.200012,462.899994,459.049988,461.200012,445.456726,8832210
2021-12-29,461.000000,462.149994,451.399994,454.399994,438.888824,11757303
2021-12-30,452.750000,454.899994,448.500000,451.700012,436.281006,28879190
2021-12-31,454.250000,461.399994,453.100006,460.450012,444.732330,10005842
2022-01-03,462.000000,472.000000,460.100006,470.799988,454.729004,13124509
2022-01-04,472.500000,484.700012,471.049988,483.500000,466.995483,23296671
2022-01-05,481.899994,495.000000,479.149994,492.399994,475.591675,24694169
2022-01-06,487.700012,494.399994,485.399994,491.700012,474.915588,18190843
2022-01-07,493.450012,501.950012,489.450012,491.250000,474.480927,22746330
2022-01-10,493.350006,504.950012,492.500000,503.649994,486.457672,15832274
2022-01-11,503.000000,507.799988,499.250000,505.950012,488.679169,16107950
2022-01-12,509.899994,513.500000,508.500000,510.250000,492.832367,14489616
2022-01-13,510.000000,512.849976,507.000000,511.350006,493.894806,10450974
2022-01-14,509.000000,510.350006,505.149994,508.350006,490.997223,8724574
2022-01-17,508.000000,518.900024,507.549988,514.000000,496.454346,17422211
2022-01-18,514.000000,517.450012,505.000000,506.799988,489.500122,12592506
2022-01-19,505.000000,517.650024,500.299988,515.799988,498.192871,16079457
2022-01-20,516.000000,519.150024,508.000000,511.399994,493.943115,17724642
2022-01-21,505.299988,507.500000,498.000000,502.700012,485.540100,16947941
2022-01-24,502.399994,506.799988,488.000000,494.149994,477.281952,20233933
2022-01-25,490.000000,517.500000,489.000000,514.650024,497.082184,21791739
2022-01-27,503.549988,530.849976,503.200012,528.950012,510.894043,35409230
2022-01-28,534.000000,536.400024,521.400024,523.450012,505.581818,24715250
2022-01-31,529.000000,540.900024,527.049988,538.299988,519.924866,28674232
2022-02-01,543.950012,543.950012,520.000000,532.299988,514.129700,32245356
2022-02-02,536.650024,544.250000,531.349976,539.799988,521.373657,21661864
2022-02-03,537.150024,544.700012,537.150024,540.099976,521.663391,22717677
2022-02-04,542.150024,546.400024,527.299988,530.299988,512.197937,25332894
2022-02-07,531.900024,549.000000,525.250000,533.250000,515.047241,52289545
2022-02-08,535.500000,537.650024,519.000000,531.349976,513.212036,26567546
2022-02-09,534.950012,536.500000,527.750000,535.250000,516.978943,14856155
2022-02-10,537.099976,543.950012,534.400024,540.549988,522.098022,18659370
2022-02-11,536.250000,537.700012,527.099976,529.599976,511.521820,14607095
2022-02-14,515.000000,515.599976,499.700012,501.399994,484.284454,26153332
2022-02-15,502.000000,526.849976,497.100006,524.799988,506.885681,23842951
2022-02-16,526.500000,528.000000,514.000000,516.700012,499.062195,19773807
2022-02-17,520.000000,520.000000,511.149994,512.950012,495.440216,16408356
2022-02-18,510.100006,520.900024,510.100006,515.299988,497.709961,15111223
2022-02-21,511.549988,517.500000,504.649994,511.850006,494.377747,16866932
2022-02-22,500.899994,505.299988,495.500000,498.399994,481.386871,27108772
2022-02-23,503.000000,505.350006,497.250000,498.700012,481.676636,13899433
2022-02-24,480.000000,487.950012,468.000000,472.649994,456.515839,32356037
2022-02-25,480.000000,491.899994,479.299988,482.950012,466.464264,21792287
2022-02-28,476.899994,485.299988,473.100006,483.200012,466.705719,18069367
2022-03-02,478.000000,479.799988,467.000000,474.250000,458.061249,22003848
2022-03-03,480.000000,483.399994,464.600006,467.399994,451.445038,20358590
2022-03-04,460.299988,470.899994,457.649994,461.950012,446.181122,20684268
2022-03-07,447.500000,453.950012,433.450012,440.299988,425.270142,33720472
2022-03-08,438.000000,442.100006,425.000000,440.299988,425.270142,42510207
2022-03-09,442.000000,454.299988,438.549988,451.700012,436.281006,32331325
2022-03-10,469.899994,476.649994,461.649994,468.700012,452.700684,34553299
2022-03-11,466.399994,474.799988,462.000000,470.350006,454.294373,22091309
2022-03-14,471.000000,486.000000,470.549988,485.149994,468.589142,27750689
2022-03-15,489.000000,490.500000,480.649994,485.850006,469.265259,27204899
2022-03-16,493.000000,494.299988,489.399994,492.750000,475.929718,16211288
2022-03-17,499.000000,503.500000,498.299988,501.899994,484.767395,22947673
2022-03-21,502.000000,502.000000,489.000000,490.600006,473.853119,19064060
2022-03-22,490.600006,495.799988,477.250000,493.700012,476.847321,26157969
2022-03-23,498.500000,502.399994,489.200012,490.649994,473.901428,15800195
2022-03-24,485.000000,494.799988,483.500000,487.100006,470.472595,18174877
2022-03-25,491.750000,493.299988,486.600006,490.700012,473.949738,11541196
2022-03-28,490.950012,498.600006,481.950012,497.500000,480.517578,16738684
2022-03-29,500.000000,501.399994,491.700012,495.000000,478.102936,14301429
2022-03-30,499.299988,500.399994,492.299988,494.299988,477.426819,16461225
2022-03-31,494.299988,497.549988,492.200012,493.549988,476.702393,10240982
2022-04-01,491.000000,509.750000,491.000000,508.200012,490.852356,18527226
2022-04-04,509.299988,514.900024,506.000000,512.400024,494.908997,16257176
2022-04-05,514.400024,516.400024,507.700012,509.399994,492.011353,13602384
2022-04-06,507.000000,515.200012,506.000000,513.950012,496.406067,13738275
2022-04-07,510.049988,519.900024,510.049988,514.950012,497.371918,19620958
2022-04-08,519.500000,519.500000,512.349976,516.099976,498.482635,13572638
2022-04-11,513.500000,522.000000,513.200012,514.900024,497.323669,12370288
2022-04-12,512.750000,516.700012,504.350006,512.849976,495.343567,14460680
2022-04-13,514.299988,520.900024,513.750000,517.700012,500.028076,15440525
2022-04-18,512.000000,515.000000,504.000000,509.500000,492.107971,14492183
2022-04-19,513.250000,520.950012,505.100006,511.799988,494.329437,20362934
2022-04-20,512.000000,513.700012,507.000000,509.299988,491.914795,11881305
2022-04-21,513.400024,518.000000,512.200012,516.299988,498.675812,10035638
2022-04-22,512.900024,513.500000,499.000000,500.600006,483.511780,16760456
2022-04-25,495.000000,499.200012,490.049988,494.750000,477.861450,14057444
2022-04-26,499.000000,507.899994,498.450012,505.500000,488.244507,12137213
2022-04-27,500.000000,502.799988,491.850006,497.250000,480.276123,12367342
2022-04-28,499.149994,510.000000,496.500000,507.500000,490.176239,12154792
2022-04-29,508.100006,512.500000,494.000000,496.299988,479.358551,12894773
2022-05-02,492.649994,495.000000,481.299988,491.000000,474.239471,18590895
2022-05-04,492.000000,496.450012,477.500000,479.649994,463.276917,14645323
2022-05-05,485.000000,494.000000,478.649994,480.000000,463.614960,14130385
2022-05-06,471.000000,486.100006,471.000000,483.950012,467.430145,16710020
2022-05-09,477.100006,483.700012,473.799988,475.899994,459.654907,13544947
2022-05-10,477.000000,482.549988,473.500000,475.200012,458.978821,10884328
2022-05-11,475.250000,479.000000,463.649994,476.549988,460.282715,14771351
2022-05-12,473.000000,473.000000,456.350006,462.649994,446.857208,18947096
2022-05-13,469.450012,477.000000,439.750000,444.649994,429.471649,61403008
2022-05-16,445.000000,461.500000,438.850006,455.000000,439.468353,27940958
2022-05-17,458.299988,469.649994,456.149994,467.299988,451.348480,16880698
2022-05-18,467.899994,468.600006,457.100006,458.000000,442.365936,15644497
2022-05-19,449.049988,450.000000,444.450012,447.500000,432.224335,14201420
2022-05-20,454.850006,464.000000,454.149994,462.399994,446.615753,13596860
2022-05-23,463.100006,471.399994,459.500000,460.899994,445.166931,13499415
2022-05-24,462.399994,466.799988,460.200012,462.049988,446.277679,17175179
2022-05-25,461.000000,464.450012,452.049988,454.100006,445.443909,12728644
2022-05-26,456.850006,470.100006,452.500000,468.899994,459.961761,17055257
2022-05-27,471.399994,475.000000,467.500000,468.950012,460.010834,10977001
2022-05-30,473.000000,476.899994,471.100006,474.600006,465.553131,9365470
2022-05-31,474.000000,476.399994,465.000000,468.100006,459.177032,15441579
2022-06-01,468.000000,472.000000,464.700012,468.299988,459.373199,9424008
2022-06-02,466.899994,472.350006,466.149994,469.850006,460.893677,9370989
2022-06-03,473.250000,475.500000,463.500000,464.500000,455.645660,11306291
2022-06-06,464.200012,465.600006,456.500000,463.700012,454.860901,10661432
2022-06-07,461.850006,465.950012,460.500000,463.399994,454.566620,7672515
2022-06-08,466.600006,475.549988,463.200012,471.299988,462.316010,17168871
2022-06-09,468.950012,470.899994,462.450012,466.950012,458.048950,12635601
2022-06-10,462.000000,464.149994,458.600006,461.850006,453.046173,8621104
2022-06-13,454.000000,454.049988,442.100006,445.850006,437.351166,13426836
2022-06-14,445.000000,449.250000,443.350006,448.100006,439.558289,11351101
2022-06-15,448.950012,455.450012,448.600006,451.350006,442.746338,9920926
2022-06-16,455.149994,457.750000,440.149994,441.600006,433.182190,10780703
2022-06-17,440.000000,447.549988,437.250000,441.000000,432.593628,14326050
2022-06-20,441.500000,443.450012,430.700012,434.700012,426.413727,12368534
2022-06-21,439.500000,454.950012,437.600006,450.750000,442.157745,13801891
2022-06-22,448.750000,451.200012,444.649994,447.649994,439.116852,11066447
2022-06-23,449.000000,456.450012,446.000000,451.399994,442.795349,12229833
2022-06-24,455.799988,460.350006,453.200012,454.250000,445.591034,10833364
2022-06-27,459.950012,464.850006,458.049988,461.200012,452.408569,9509175
2022-06-28,458.899994,465.750000,458.000000,464.250000,455.400421,13261290
2022-06-29,460.000000,462.700012,458.000000,459.100006,450.348602,11800876
2022-06-30,459.000000,469.299988,458.600006,465.899994,457.018951,16926328
2022-07-01,463.350006,468.799988,460.549988,466.850006,457.950867,9405495
2022-07-04,466.850006,474.149994,466.850006,473.450012,464.425049,9186358
2022-07-05,475.149994,480.000000,471.000000,472.149994,463.149811,12003244
2022-07-06,475.149994,481.000000,473.899994,479.950012,470.801147,12059857
2022-07-07,484.000000,488.250000,481.600006,486.750000,477.471527,11497832
2022-07-08,489.000000,489.899994,485.149994,488.549988,479.237213,9057231
2022-07-11,485.000000,491.299988,485.000000,488.200012,478.893890,7704792
2022-07-12,485.000000,491.350006,483.100006,484.950012,475.705841,7364457
2022-07-13,487.750000,492.450012,484.549988,486.500000,477.226288,8208853
2022-07-14,486.600006,488.899994,476.799988,479.350006,470.212585,9385630
2022-07-15,482.549988,484.399994,474.700012,479.100006,469.967346,6945602
2022-07-18,484.549988,491.500000,482.100006,490.299988,480.953827,9934786
2022-07-19,488.000000,498.549988,488.000000,497.950012,488.458038,11724183
2022-07-20,501.000000,510.600006,500.399994,508.600006,498.905029,19280117
2022-07-21,509.799988,513.400024,506.750000,512.049988,502.289246,13814893
2022-07-22,513.450012,520.200012,511.200012,513.700012,503.907806,14699129
2022-07-25,513.400024,519.000000,509.149994,517.799988,507.929626,10229778
2022-07-26,517.700012,520.799988,513.099976,514.200012,504.398285,8862656
2022-07-27,515.299988,529.950012,512.250000,528.200012,518.131409,15101546
2022-07-28,533.200012,537.500000,529.549988,532.450012,522.300415,12160734
2022-07-29,535.049988,537.000000,526.750000,528.349976,518.278503,11921058
2022-08-01,529.049988,535.000000,526.400024,533.750000,523.575623,8295631
2022-08-02,531.900024,544.900024,531.099976,542.099976,531.766418,16845027
2022-08-03,541.900024,546.400024,534.650024,540.849976,530.540222,24262125
2022-08-04,543.650024,544.000000,524.200012,533.250000,523.085144,18072293
2022-08-05,535.549988,542.900024,529.000000,531.049988,520.927063,21110734
2022-08-08,524.000000,524.000000,513.849976,520.400024,510.480103,32566317
2022-08-10,521.549988,523.500000,513.400024,514.700012,504.888733,16904151
2022-08-11,520.000000,526.000000,517.200012,524.750000,514.747192,13862195
2022-08-12,525.700012,531.799988,525.150024,530.700012,520.583740,12154012
2022-08-16,533.299988,533.849976,525.000000,525.950012,515.924316,10721167
2022-08-17,528.849976,530.549988,524.349976,528.150024,518.082397,12054183
2022-08-18,526.849976,534.799988,526.200012,532.349976,522.202271,9013662
2022-08-19,532.000000,533.650024,518.500000,520.349976,510.431000,11087222
2022-08-22,519.000000,519.900024,510.000000,511.299988,501.553528,9676954
2022-08-23,508.250000,524.000000,508.250000,521.900024,511.951508,8597965
2022-08-24,519.000000,523.000000,512.299988,519.299988,509.401031,11930650
2022-08-25,521.950012,528.299988,518.500000,520.400024,510.480103,15473450
2022-08-26,523.799988,529.500000,522.200012,523.799988,513.815247,12855886
2022-08-29,511.299988,517.000000,508.750000,514.849976,505.035858,9421339
2022-08-30,518.200012,532.500000,517.950012,531.250000,521.123230,14835308
2022-09-01,522.250000,540.900024,522.250000,533.299988,523.134155,16670228
2022-09-02,537.000000,537.849976,531.250000,536.700012,526.469360,10017930
2022-09-05,537.000000,540.799988,536.299988,538.900024,528.627441,7819994
2022-09-06,538.000000,542.700012,534.099976,537.799988,527.548401,8657868
2022-09-07,534.400024,537.450012,531.549988,532.849976,522.692749,8445359
2022-09-08,536.000000,546.299988,535.500000,544.650024,534.267822,12240707
2022-09-09,549.650024,557.000000,548.000000,553.349976,542.801941,18587927
2022-09-12,554.900024,558.599976,551.250000,554.900024,544.322449,9677415
2022-09-13,560.000000,560.000000,553.750000,558.000000,547.363342,16707275
2022-09-14,550.000000,574.849976,549.250000,571.750000,560.851257,21632641
2022-09-15,572.549988,578.500000,567.900024,572.150024,561.243652,12749947
2022-09-16,569.099976,574.000000,560.299988,561.799988,551.090881,14739280
2022-09-19,560.700012,574.400024,559.549988,572.250000,561.341736,11194003
2022-09-20,577.950012,577.950012,572.849976,574.049988,563.107361,8484017
2022-09-21,575.000000,577.299988,565.400024,569.700012,558.840332,9392526
2022-09-22,566.750000,574.000000,562.000000,567.299988,556.486084,11869435
2022-09-23,564.799988,568.000000,549.500000,550.599976,540.104370,12563239
2022-09-26,545.799988,549.000000,533.000000,543.299988,532.943542,16158750
2022-09-27,544.549988,550.900024,533.200012,536.500000,526.273193,11066799
2022-09-28,532.900024,539.799988,520.349976,524.849976,514.845215,12233485
2022-09-29,529.000000,535.700012,519.549988,521.750000,511.804352,17310168
2022-09-30,524.000000,536.900024,516.150024,530.599976,520.485596,17466950
2022-10-03,527.599976,531.650024,518.500000,519.750000,509.842468,9351162
2022-10-04,533.000000,535.799988,527.799988,532.700012,522.545654,8745887
2022-10-06,534.599976,541.799988,534.599976,537.299988,527.057922,9507322
2022-10-07,535.500000,535.599976,526.549988,530.200012,520.093262,11065307
2022-10-10,525.700012,533.900024,522.200012,530.750000,520.632813,9649292
2022-10-11,530.750000,533.700012,525.500000,527.400024,517.346680,10825440
2022-10-12,530.000000,535.000000,526.000000,533.799988,523.624634,8522604
2022-10-13,533.000000,533.799988,520.200012,521.450012,511.510071,12972765
2022-10-14,530.200012,534.849976,526.000000,527.200012,517.150452,8545479
2022-10-17,526.400024,544.700012,524.200012,543.650024,533.286926,13485349
2022-10-18,547.099976,563.500000,546.750000,562.450012,551.728516,20440781
2022-10-19,563.000000,563.450012,551.549988,553.400024,542.851074,9540583
2022-10-20,552.000000,556.799988,545.299988,555.400024,544.812927,11225588
2022-10-21,557.250000,565.799988,557.250000,560.849976,550.158997,11767639
2022-10-24,567.000000,572.500000,565.900024,570.500000,559.625061,3692065
2022-10-25,572.500000,586.200012,568.000000,578.549988,567.521606,19899324
2022-10-27,583.950012,585.000000,577.599976,579.650024,568.600647,13613533
2022-10-28,579.950012,582.650024,567.000000,570.750000,559.870300,10043644
2022-10-31,574.950012,577.450012,568.400024,573.799988,562.862183,9894639
2022-11-01,576.349976,585.750000,574.599976,576.900024,565.903076,12069579
2022-11-02,575.900024,578.950012,569.900024,573.849976,562.911194,10241440
2022-11-03,569.000000,587.950012,568.000000,584.900024,573.750610,17557998
2022-11-04,586.000000,596.950012,580.400024,593.950012,582.628052,25759031
2022-11-07,613.000000,622.700012,607.700012,614.150024,602.443054,44265903
2022-11-09,621.000000,621.000000,610.549988,615.549988,603.816284,18939854
2022-11-10,613.099976,615.099976,602.200012,605.750000,594.203125,11618405
2022-11-11,617.250000,619.549988,598.500000,601.299988,589.837952,15525267
2022-11-14,603.950012,603.950012,591.650024,592.549988,581.254761,12957268
2022-11-15,594.299988,602.099976,592.650024,600.849976,589.396484,10286417
2022-11-16,599.950012,603.500000,596.000000,599.750000,588.317505,11555749
2022-11-17,599.099976,602.750000,596.150024,599.049988,587.630859,8167131
2022-11-18,601.000000,605.750000,597.150024,602.700012,591.211304,12933675
2022-11-21,602.099976,602.099976,595.349976,598.099976,586.698914,7412419
2022-11-22,598.150024,600.700012,596.150024,599.099976,587.679871,8048595
2022-11-23,601.549988,609.599976,601.000000,607.650024,596.066956,12435924
2022-11-24,609.750000,611.299988,605.799988,609.349976,597.734497,8960032
2022-11-25,610.549988,613.700012,606.250000,607.400024,595.821716,9994513
2022-11-28,605.599976,610.900024,602.349976,608.599976,596.998779,7934274
2022-11-29,607.099976,611.799988,607.099976,608.549988,596.949768,6942919
2022-11-30,608.500000,611.400024,598.400024,602.450012,590.966064,15606230
2022-12-01,607.849976,609.799988,601.549988,608.099976,596.508301,14209313
2022-12-02,607.500000,609.599976,604.250000,607.549988,595.968811,7533838
2022-12-05,608.500000,618.000000,607.549988,617.299988,605.532959,11585602
2022-12-06,614.750000,619.799988,607.799988,608.950012,597.342163,12996244
2022-12-07,610.849976,612.900024,604.500000,607.049988,595.478333,7613892
2022-12-08,609.750000,613.799988,607.150024,611.650024,599.990662,10020015
2022-12-09,614.400024,618.000000,609.099976,616.500000,604.748230,11202267
2022-12-12,614.799988,618.700012,611.000000,613.049988,601.363953,9285187
2022-12-13,613.500000,617.400024,612.500000,616.750000,604.993469,7455415
2022-12-14,618.500000,626.750000,617.500000,625.500000,613.576660,14010673
2022-12-15,625.549988,629.549988,614.299988,615.950012,604.208740,10622271
2022-12-16,612.000000,615.599976,602.099976,603.349976,591.848877,9435071
2022-12-19,604.000000,609.500000,603.000000,604.450012,592.927917,8322012
2022-12-20,603.000000,606.500000,599.549988,604.450012,592.927917,6753785
2022-12-21,605.900024,609.150024,589.599976,593.400024,582.088562,9217253
2022-12-22,597.000000,599.000000,587.549988,593.400024,582.088562,8740149
2022-12-23,590.000000,590.700012,571.500000,574.000000,563.058350,13047046
2022-12-26,574.000000,601.700012,570.700012,597.099976,585.718018,13201587
2022-12-27,600.400024,603.099976,593.299988,601.900024,590.426575,9638618
2022-12-28,600.900024,607.000000,598.549988,601.049988,589.592712,7988631
2022-12-29,600.000000,618.000000,597.150024,611.799988,600.137817,20130392
2022-12-30,615.250000,620.549988,611.349976,613.700012,602.001587,13052895
2023-01-02,614.950012,619.200012,611.200012,612.200012,600.530212,6726084
2023-01-03,614.500000,616.599976,610.000000,612.400024,600.726379,6818062
2023-01-04,611.849976,614.950012,604.000000,605.200012,593.663635,7011191
2023-01-05,607.000000,611.599976,601.950012,605.099976,593.565491,8241475
2023-01-06,607.400024,607.450012,597.000000,600.650024,589.200378,7972036
2023-01-09,605.000000,609.000000,600.099976,607.700012,596.115967,8878905
2023-01-10,608.450012,609.000000,590.599976,595.150024,583.805237,10622660
2023-01-11,596.450012,599.500000,592.250000,596.700012,585.325684,7419630
2023-01-12,597.900024,597.900024,590.099976,594.900024,583.559998,8183715
2023-01-13,597.900024,602.900024,593.650024,600.099976,588.660828,7877610
2023-01-16,603.000000,606.099976,600.599976,603.000000,591.505554,5483191
2023-01-17,603.000000,606.000000,586.049988,592.950012,581.647156,13461999
2023-01-18,595.900024,597.150024,587.599976,591.450012,580.175720,11538075
2023-01-19,591.000000,591.750000,587.549988,589.849976,578.606201,7475688
2023-01-20,593.799988,596.599976,590.799988,592.200012,580.911438,6750607
2023-01-23,598.500000,601.750000,592.950012,600.450012,589.004150,6604469
2023-01-24,603.500000,604.599976,593.049988,594.349976,583.020386,7609623
2023-01-25,595.849976,595.849976,567.400024,568.700012,557.859375,25686294
2023-01-27,568.000000,568.549988,532.250000,539.950012,529.657410,40163464
2023-01-30,536.000000,554.349976,525.200012,538.200012,527.940796,40797825
2023-01-31,545.000000,557.000000,537.849976,553.500000,542.949097,21911943
2023-02-01,561.400024,565.000000,499.350006,527.349976,517.297546,38218810
2023-02-02,520.200012,532.650024,502.500000,528.099976,518.033264,39287056
2023-02-03,536.000000,545.950012,519.150024,544.200012,533.826416,32317232
2023-02-06,558.799988,558.799988,536.549988,545.400024,535.003540,25338586
2023-02-07,548.000000,551.400024,541.049988,547.099976,536.671082,16195947
2023-02-08,550.000000,554.500000,545.500000,549.750000,539.270630,15502847
2023-02-09,552.000000,552.000000,542.799988,550.799988,540.300598,15061047
2023-02-10,546.500000,557.250000,546.500000,553.049988,542.507690,13824475
2023-02-13,554.000000,556.900024,533.299988,537.500000,527.254150,18488732
2023-02-14,539.950012,544.599976,530.750000,540.849976,530.540222,18559909
2023-02-15,540.000000,544.650024,536.799988,542.250000,531.913574,12796579
2023-02-16,546.849976,546.849976,538.500000,540.099976,529.804504,12767016
2023-02-17,538.500000,539.650024,527.750000,531.000000,520.878052,14192008
2023-02-20,532.000000,533.950012,522.150024,525.150024,515.139587,12570032
2023-02-21,527.099976,528.950012,522.400024,523.450012,513.471985,10223218
2023-02-22,520.750000,521.900024,512.500000,516.349976,506.507263,14763050
2023-02-23,516.950012,524.000000,511.350006,521.000000,511.068634,15535085
2023-02-24,524.200012,527.500000,517.599976,521.049988,511.117676,12253035
2023-02-27,521.099976,529.799988,519.000000,527.700012,517.640930,11048799
2023-02-28,527.250000,528.450012,521.049988,522.799988,512.834351,15768010
2023-03-01,523.250000,537.400024,523.099976,536.700012,526.469360,13510198
2023-03-02,535.950012,539.900024,532.500000,533.750000,523.575623,10376913
2023-03-03,542.000000,564.299988,541.750000,561.200012,550.502380,27656538
2023-03-06,564.900024,567.900024,559.000000,561.700012,550.992859,16162268
2023-03-08,560.000000,565.500000,556.450012,564.799988,554.033691,12637578
2023-03-09,564.750000,565.750000,558.000000,558.900024,548.246216,8993423
2023-03-10,553.099976,554.950012,545.000000,547.349976,536.916321,11522371
2023-03-13,547.000000,553.150024,528.450012,530.000000,519.897095,14373729
2023-03-14,527.650024,532.799988,520.000000,525.400024,515.384766,14750800
2023-03-15,529.799988,532.000000,515.549988,517.549988,507.684387,11282329
2023-03-16,518.400024,529.349976,514.299988,524.500000,514.501953,20040008
2023-03-17,528.650024,531.599976,520.099976,529.799988,519.700867,18787379
2023-03-20,526.599976,526.599976,515.000000,519.200012,509.302979,14275315
2023-03-21,522.000000,523.450012,516.450012,521.849976,511.902405,29485180
2023-03-22,522.200012,527.000000,520.099976,521.549988,511.608154,11619538
2023-03-23,519.400024,521.000000,511.500000,512.750000,502.975922,22097792
2023-03-24,514.500000,514.950012,503.450012,505.350006,495.716980,14416984
2023-03-27,507.000000,514.150024,501.549988,510.149994,500.425476,15674218
2023-03-28,511.450012,511.750000,503.850006,508.100006,498.414551,15833599
2023-03-29,509.000000,518.000000,506.299988,516.500000,506.654419,24203789
2023-03-31,520.650024,524.900024,519.349976,523.750000,513.766235,17356345
2023-04-03,524.750000,528.500000,522.099976,526.750000,516.709045,14210949
2023-04-05,527.000000,527.599976,519.049988,523.000000,513.030518,13574801
2023-04-06,524.000000,533.700012,521.650024,527.650024,517.591919,25125879
2023-04-10,529.250000,530.400024,524.400024,526.299988,516.267578,17335453
2023-04-11,530.849976,535.700012,527.150024,532.099976,521.957031,26414406
2023-04-12,533.200012,534.000000,526.000000,528.200012,518.131409,21292441
2023-04-13,529.299988,534.250000,527.150024,532.950012,522.790894,28597560
2023-04-17,528.000000,545.000000,528.000000,544.000000,533.630188,32476990
2023-04-18,545.349976,548.500000,540.500000,545.849976,535.444946,22283456
2023-04-19,544.000000,547.500000,538.250000,540.299988,530.000732,21156372
2023-04-20,541.200012,545.450012,536.650024,544.799988,534.414978,25588577
2023-04-21,545.000000,546.400024,539.700012,543.150024,532.796448,22599418
2023-04-24,543.799988,555.549988,543.500000,554.599976,544.028137,23335611
2023-04-25,555.000000,567.900024,555.000000,561.799988,551.090881,38142390
2023-04-26,562.000000,567.000000,556.450012,566.349976,555.554138,23143882
2023-04-27,565.000000,567.400024,561.099976,564.750000,553.984680,17845169
2023-04-28,567.799988,580.450012,565.500000,578.299988,567.276367,16183423
2023-05-02,580.000000,580.849976,573.150024,575.299988,564.333557,13667511
2023-05-03,570.650024,575.000000,569.000000,570.500000,559.625061,9699527
2023-05-04,570.200012,580.799988,568.500000,580.000000,568.943970,12533761
2023-05-05,580.200012,588.250000,575.049988,576.500000,565.510681,18163461
2023-05-08,577.650024,587.599976,577.349976,583.599976,572.475342,12990869
2023-05-09,585.000000,586.450012,572.099976,573.500000,562.567871,18959065
2023-05-10,575.000000,575.000000,563.250000,572.200012,561.292664,18561315
2023-05-11,572.200012,580.000000,572.000000,573.450012,562.518860,16016715
2023-05-12,574.700012,580.750000,571.549988,578.150024,567.129272,11319335
2023-05-15,578.750000,584.000000,574.650024,581.900024,570.807800,11410243
2023-05-16,584.000000,590.400024,582.000000,586.299988,575.123901,22178229
2023-05-17,586.000000,590.500000,579.500000,586.299988,575.123901,23739774
2023-05-18,590.299988,593.900024,571.400024,574.200012,563.254578,45656620
2023-05-19,579.000000,586.250000,569.900024,575.150024,564.186462,42293962
2023-05-22,577.500000,580.299988,573.450012,577.150024,566.148315,21484049
2023-05-23,578.900024,583.700012,576.799988,581.599976,570.513428,16120548
2023-05-24,579.799988,585.250000,578.250000,582.700012,571.592529,17616658
2023-05-25,582.000000,582.900024,577.000000,581.250000,570.170166,16479436
2023-05-26,581.250000,587.750000,580.549988,586.000000,574.829590,9788076
2023-05-29,590.000000,596.400024,588.049988,595.000000,583.658020,18432231
2023-05-30,595.000000,595.500000,591.500000,592.799988,581.500000,15031640
2023-05-31,583.799988,584.799988,577.500000,579.849976,579.849976,28797643
2023-06-01,581.799988,586.400024,581.000000,582.750000,582.750000,17820226
2023-06-02,584.700012,588.900024,583.000000,587.200012,587.200012,11323908
2023-06-05,588.500000,589.799988,586.000000,587.200012,587.200012,12920507
2023-06-06,588.000000,588.900024,583.000000,585.349976,585.349976,11199940
2023-06-07,588.000000,590.599976,586.000000,589.200012,589.200012,11113781
2023-06-08,589.950012,593.950012,586.349976,588.500000,588.500000,15971917
2023-06-09,588.000000,589.099976,576.750000,578.700012,578.700012,18870272
2023-06-12,580.000000,581.500000,577.700012,578.650024,578.650024,8786066
2023-06-13,579.450012,581.400024,574.250000,576.400024,576.400024,12612098
2023-06-14,577.000000,578.549988,575.250000,576.549988,576.549988,8948696
2023-06-15,576.000000,576.700012,565.250000,566.500000,566.500000,17934877
2023-06-16,568.750000,574.700012,567.049988,571.250000,571.250000,12660226
2023-06-19,571.250000,572.750000,565.900024,568.849976,568.849976,17903691
2023-06-20,568.849976,569.450012,562.549988,567.400024,567.400024,14549152
2023-06-21,567.400024,569.500000,565.650024,566.349976,566.349976,14946871
2023-06-22,566.349976,569.000000,561.049988,562.950012,562.950012,14979063
2023-06-23,562.000000,562.099976,553.799988,554.599976,554.599976,12215712
2023-06-26,556.000000,558.500000,554.500000,557.049988,557.049988,8360264
2023-06-27,558.250000,567.950012,555.650024,566.099976,566.099976,10694768
2023-06-28,566.099976,566.099976,566.099976,566.099976,566.099976,0
2023-06-30,574.000000,574.000000,570.200012,572.849976,572.849976,8718232
2023-07-03,574.500000,586.349976,573.900024,585.450012,585.450012,15421985
2023-07-04,588.200012,595.950012,582.250000,589.250000,589.250000,24799250
2023-07-05,589.799988,593.700012,588.200012,590.599976,590.599976,13598114
2023-07-06,590.400024,593.500000,589.099976,592.500000,592.500000,11323509
2023-07-07,590.000000,595.500000,585.500000,593.599976,593.599976,11707209
2023-07-10,594.650024,599.799988,590.250000,592.599976,592.599976,11417363
2023-07-11,595.000000,595.950012,587.349976,588.549988,588.549988,13221177
2023-07-12,589.000000,594.500000,588.200012,589.250000,589.250000,16029716
2023-07-13,594.900024,598.000000,583.349976,585.650024,585.650024,20024503
2023-07-14,586.750000,591.299988,580.700012,584.400024,584.400024,12190152
2023-07-17,587.000000,602.849976,584.200012,601.099976,601.099976,19378986
2023-07-18,603.049988,604.049988,588.750000,592.349976,592.349976,25757209
2023-07-19,594.650024,602.400024,592.000000,601.450012,601.450012,17556585
